tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.003978	9.25935e+19	0.00352941	9.5475e+37

6	0.0033299	4315.74	0.00335416	3608.38

8	0.00900514	1332.89	0.00365873	1732.81

10	-0.00957972	1527.62	0.0085361	2778.69

12	0.00450902	802.675	0.0218233	857.893

14	-0.0135513	483.857	0.020173	396.34

16	0.00199033	345.776	0.00989678	477.677

18	-0.0110091	444.404	0.025363	532.127

20	-0.0161908	472.927	0.0297391	415.865

22	-0.0201189	212.963	0.0159438	344.08

24	-0.00931869	255.131	0.00867725	358.731

26	-0.0352509	212.463	0.0218111	225.807

28	-0.0369198	225.765	0.0324792	246.008

30	-0.0180939	254.321	0.0391213	360.999

32	-0.00374983	306.441	0.0225465	260.753

34	0.00124692	277.337	0.0179307	433.576

36	-0.0138674	275.941	0.00981097	361.94

38	-0.025993	160.515	0.0332823	279.267

40	0.00248786	247.819	0.0228912	564.077

42	0.01155	325.095	0.0233795	447.136

44	0.0288468	430.011	0.0292855	574.45

46	0.0509167	368.455	0.0419589	601.114

48	0.00812921	599.966	0.0181112	546.286

50	0.0483085	395.593	0.0163291	684.02

52	0.0336527	504.834	0.0129528	808.345

54	0.0361266	362.487	0.016884	652.663

56	0.0408183	298.924	0.0273858	465.57

58	0.0150451	519.634	0.0380787	575.794

60	0.00667088	534.064	0.0264151	738.937

62	0.0195955	503.106	0.00433544	567.114

64	0.00683948	664.596	0.0259097	617.652

66	0.00614172	519.599	0.0226358	458.08

68	0.00773439	484.523	0.0454838	424.155

70	-0.00122746	328.8	0.0360276	418.41

72	-0.0245272	424.743	0.0298966	387.62

74	-0.0229029	277.984	0.0426719	320.074

76	-0.00925005	280.932	0.0384852	350.355

78	0.0196175	266.117	0.0548433	338.656

80	0.00312093	361.218	0.0521039	419.624

82	0.0339048	231.252	0.0512271	280.644

84	0.0335601	247.861	0.0706409	198.949

86	0.0221903	204.319	0.0313387	222.316

88	0.0239264	198.705	0.0819112	183.57

90	0.013798	169.064	0.0598391	190.457

92	-0.00608503	211.172	0.0573202	203.465

94	-0.0188782	156.453	0.0516782	188.179

96	-0.0268829	179.724	0.0600697	204.647

98	0.010825	165.832	0.0593687	217.333

100	-0.0375507	193.193	0.0720041	264.134

102	-0.0550585	120.367	0.0734083	229.379

104	-0.0607918	139.258	0.074084	221.092

106	-0.0586329	138.632	0.0600634	277.25

108	-0.0559176	130.638	0.0589134	235.812

110	-0.0779594	116.693	0.0580608	220.638

112	-0.122888	113.812	0.0649406	241.653

114	-0.0995248	127.206	0.0482379	257.631

116	-0.0670694	142.132	0.0460915	238.669

118	-0.114043	102.786	0.0346057	222.068

120	-0.0535385	149.092	0.0497194	249.428

122	-0.0928435	117.263	0.0487517	190.242

124	-0.0656461	142.763	0.0118344	229.009

126	-0.106896	89.74	0.0328238	202.059

128	-0.050927	167.482	-0.00203439	228.443

130	-0.0541143	96.5279	-0.00444719	229.426

132	-0.0605888	115.13	0.0153629	193.738

134	-0.037964	122.483	0.000258447	245.946

136	-0.0712702	134.865	0.00682973	299.285

138	0.00458226	156.977	0.0452815	349.813

