tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00329657	2.91657e+20	0.00352941	9.22008e+37

6	0.00712375	4951.55	0.0106252	4570.1

8	-0.00702708	2576.79	0.0049053	4334.76

10	0.00131589	3643.64	0.00481304	7107.48

12	-0.00416907	2562.27	-0.00530871	2922.34

14	-0.00543456	2287.95	0.00219025	1121.02

16	-0.00405949	1265.67	0.00379133	4769.93

18	-0.00427318	824.799	-0.00298555	2030.73

20	0.0141534	466.149	0.00683365	945.164

22	0.00277831	389.775	0.0014364	832.38

24	-0.0128927	963.978	0.0142143	1149.68

26	-0.0175933	649.551	0.00520683	2484.64

28	0.00209012	1029.79	0.0111917	1618.94

30	-0.00876414	732.875	0.00966167	2543.83

32	-0.0152616	519.052	-0.00165444	912.254

34	-0.00269698	671.213	0.00793488	1204.72

36	-0.00306873	396.486	0.0128471	491.219

38	-0.0261064	427.126	0.032276	866.187

40	-0.0358601	384.199	0.0281824	731.016

42	-0.0324761	315.907	0.0308618	612.492

44	0.00223403	261.81	0.0271943	596.902

46	0.0289155	254.649	0.0387274	592.201

48	-0.00178963	198.004	0.0174133	693.545

50	0.0226351	179.01	0.0209566	397.919

52	0.0370121	189.131	0.0119753	412.596

54	0.0393331	228.644	0.0243983	425.316

56	0.0268352	194.646	0.0431732	363.866

58	0.0458875	209.317	0.0332772	244.123

60	0.0260512	238.786	0.0278908	424.705

62	0.00876349	267.039	0.0458517	374.343

64	0.0195466	155.175	0.0575467	266.421

66	-0.00102429	220.547	0.0338123	308.674

68	0.0409631	183.375	0.0312037	308.43

70	0.0104101	187.699	0.0220824	294.4

72	0.0315132	201.527	0.048456	372.941

74	0.0256125	181.247	0.0235265	329.408

76	-0.00742913	251.24	0.0535736	476.755

78	0.0236781	147.734	0.0226858	292.267

80	-0.00395126	175.699	0.0194356	555.815

82	0.0144038	184.336	0.029611	480.662

84	-0.0326829	215.348	0.0307114	459.263

86	0.00790404	200.43	0.0142524	507.934

88	-0.0169482	161.695	0.000145574	414.786

90	-0.005528	196.383	7.4595e-05	351.231

92	-0.0727533	140.872	-0.0167633	360.985

94	-0.0254747	158.753	-0.00346834	392.403

96	-0.0541758	182.527	-0.0303821	450.09

98	-0.0746201	142.019	-0.0211443	472.384

100	0.00337329	226.564	-0.0158635	333.517

102	-0.0788269	161.085	-0.016601	355.075

104	-0.0390945	152.743	0.00262717	291.278

106	-0.132271	145.148	-0.0189393	432.085

108	-0.0528986	162.927	-0.00735529	451.846

110	-0.044334	170.872	-0.0125021	449.167

112	-0.0633771	181.751	-0.0311611	552.915

114	-0.0308708	289.983	-0.0271279	668.352

116	-0.0641289	184.015	-0.0281286	396.081

118	-0.0184653	303.763	-0.0144291	571.106

120	-0.0444945	206.151	-0.0017835	452.879

122	-0.0452786	223.63	-0.017854	424.167

124	-0.0692619	224.859	-0.0261783	300.919

126	-0.0295995	254.633	-0.00884269	425.921

128	-0.0471934	217.3	-0.0368959	303.352

130	-0.0750363	209.982	-0.033887	367.915

132	-0.0495412	197.541	-0.036886	307.283

134	-0.124565	199.585	-0.0354358	310.103

136	-0.0727334	201.405	-0.0331204	269.684

138	-0.102447	170.059	-0.0490229	272.311

140	-0.0503336	258.977	-0.0309174	326.479

142	-0.0569889	247.368	-0.0344603	366.831

144	-0.0379384	286.336	-0.0114013	385.868

146	-0.0560722	291.802	-0.0508664	406.027

148	-0.00578592	317.917	-0.0192391	524.729

150	-0.038369	383.922	-0.0253363	416.134

152	-0.0349986	291.374	-0.0210462	468.45

154	-0.0370882	401.961	-0.0276872	573.102

156	-0.0383066	303.167	-0.040825	501.439

158	-0.0281614	345.237	-0.0321091	544.008

160	-0.0472564	292.635	-0.0453648	375.517

162	-0.0735124	243.324	-0.0488194	398.6

164	-0.0200577	338.425	-0.0431369	524.994

166	-0.0283186	409.845	-0.0408443	611.882

168	-0.0088606	483.163	-0.0325403	655.751

170	-0.0266885	429.809	-0.0440188	516.094

172	-0.013931	432.865	-0.0206047	450.114

174	0.0112646	474.907	-0.0397478	514.095

