tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00504955	4.62717e+20	0.00352941	1.96285e+38

6	-0.00397946	4646.67	0.000747988	2902.95

8	-0.00151134	2561.33	-0.00138616	856.056

10	-0.00375445	585.272	0.00086693	1033.22

12	-0.008318	1599.83	0.00962152	1468.29

14	0.00658499	1418.14	0.0150335	1288.34

16	0.0073404	1731.9	0.00482068	1545.69

18	-0.00183059	2243.67	0.00546003	2132.98

20	-0.00489815	1108.74	0.0142104	1412.12

22	-0.016727	791.422	-0.0153566	854.751

24	0.00990006	753.684	-0.0120047	949.763

26	0.00642485	562.814	-0.016957	1014.0

28	0.0116025	532.186	-0.00105485	437.613

30	0.00477332	441.933	-0.0216408	640.696

32	-0.00640008	528.446	-0.0193594	625.714

34	0.00904817	618.173	-0.0141471	704.369

36	0.000485462	546.569	-0.00956384	1379.28

38	-0.00809918	351.48	0.00415339	745.608

40	0.0106972	485.309	-0.0130508	700.522

42	0.0237107	373.96	0.00128342	547.147

44	0.00892491	458.142	-0.0241927	481.916

46	-0.0173844	405.319	-0.0193894	523.119

48	-0.00352328	440.356	-0.0157566	519.459

50	0.0255849	351.542	-0.0257288	505.832

52	0.0263794	438.443	-0.00786003	545.313

54	0.0183686	394.374	0.00193473	858.674

56	0.0108109	495.014	0.00252283	680.505

58	-0.00489802	611.956	-0.0019602	1009.12

60	0.0164687	557.864	-0.0139152	1005.18

62	0.00920129	469.065	-0.00208638	821.62

64	0.0163364	497.544	0.0238552	475.467

66	0.0279377	521.252	-0.0022026	601.866

68	0.00171695	527.706	-0.012347	426.271

70	0.050052	329.318	0.00569533	510.332

72	0.0210017	366.614	-0.000416666	426.775

74	0.0199123	342.488	0.0152009	386.656

76	0.0277775	232.028	0.0207111	309.907

78	0.0177299	290.1	0.0111037	292.506

80	-0.0183592	219.802	0.0540539	233.283

82	0.00871611	255.024	0.0268624	422.582

84	-0.0453152	197.931	0.0944218	231.468

86	-0.0876696	181.519	0.0301735	449.837

88	-0.0519674	298.329	0.0330824	555.669

90	-0.105979	226.274	0.0258484	940.876

92	-0.103901	192.092	0.0200769	661.25

94	-0.0993677	235.765	0.0425455	669.388

96	-0.140105	170.371	0.0255913	510.867

98	-0.0998965	201.992	0.0416724	566.611

100	-0.112741	162.965	0.0455154	392.22

102	-0.146892	150.48	0.043689	492.399

104	-0.166218	154.896	0.0622208	481.907

106	-0.198118	169.461	0.0309367	701.44

108	-0.193335	131.613	0.0482764	468.357

110	-0.218408	108.704	0.0383906	342.72

112	-0.272716	99.0033	0.0476853	317.052

114	-0.243637	96.8852	0.0443338	342.908

116	-0.26147	97.8037	0.0591056	484.276

118	-0.263761	87.7168	0.0639054	312.96

120	-0.265104	84.0375	0.0660184	338.56

122	-0.224555	97.5105	0.0831541	272.208

124	-0.227445	108.08	0.0164179	415.722

126	-0.226303	108.772	0.07296	322.499

128	-0.206632	89.241	0.0460914	261.665

130	-0.191222	91.2033	0.0457721	323.954

132	-0.173652	104.259	0.027545	325.085

134	-0.197662	90.7899	-0.00167856	367.887

136	-0.196406	109.353	0.0117845	361.52

138	-0.201399	150.611	-0.00451555	362.096

140	-0.206733	115.12	0.0118514	496.496

142	-0.225043	113.858	0.0210924	400.289

144	-0.188301	103.14	-0.000232722	386.587

146	-0.207594	128.821	0.0312533	376.895

148	-0.122021	125.02	0.0165499	614.891

150	-0.0903674	108.871	0.012706	654.555

152	-0.129524	122.605	-0.00192518	430.117

154	-0.0916265	125.232	0.00551671	388.869

156	-0.0981253	102.264	-0.00700458	344.702

158	-0.0807737	136.917	0.00536314	343.858

160	-0.0711453	150.845	0.00105487	452.343

162	-0.0971006	131.187	-6.81533e-05	314.062

164	-0.0715125	136.391	0.01551	324.043

166	-0.0819391	165.994	0.0101959	499.52

168	-0.0646239	140.241	0.0134667	441.791

170	0.00208817	154.006	0.00941226	390.427

172	-0.0196498	165.787	-0.000531873	396.431

174	0.0106556	172.926	-0.0128491	310.887

176	-0.0156979	199.683	-0.0186986	320.461

178	-0.0182124	188.766	0.00240895	350.33

180	-0.0408515	272.534	0.0130188	567.359

182	-0.0443818	209.769	0.0135919	528.483

184	0.00785337	250.962	0.000996917	611.289

186	-0.06544	194.384	0.00353489	500.138

188	-0.0392547	216.981	0.0150415	470.284

190	-0.0360732	179.854	0.0189491	428.252

192	-0.0446276	191.027	0.00289682	450.833

194	-0.00645906	195.288	0.00479209	557.395

196	-0.0260503	139.884	-0.00547656	433.465

198	-0.0114909	166.888	-0.00103721	384.896

200	-0.0450375	121.697	0.00866018	286.052

202	-0.0165627	136.562	-0.0217194	303.165

204	-0.0259899	178.159	-0.0163973	342.636

206	-0.0183011	218.921	-0.00893122	497.005

208	-0.00484178	217.735	-0.0163787	388.8

210	0.00273024	242.174	0.0162656	542.381

212	-0.00959253	243.962	0.00265714	338.734

214	-0.0189825	264.446	-0.0128113	495.433

216	-0.0116513	252.258	0.00361739	591.083

218	0.0227798	235.18	-0.00169327	490.756

220	0.0078537	291.238	0.00452261	760.09

222	-0.019624	209.188	0.0205061	573.221

224	0.000602474	196.598	0.0137035	464.01

226	-0.0271365	218.821	0.0261311	572.069

228	0.0457946	169.799	0.0442932	377.345

230	0.0196527	175.984	0.0394253	471.319

232	0.043737	148.408	0.0444762	404.94

