tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00329657	-5.99294e+19	0.00352941	6.08101e+37

6	0.0109157	893.681	0.00437042	1010.43

8	0.00681932	334.246	0.012083	1313.09

10	0.0297623	381.099	0.0161949	496.109

12	0.0126817	464.637	0.0353335	171.898

14	0.0271985	266.912	0.0269408	456.127

16	0.0262178	171.979	0.0441405	263.474

18	0.0230455	482.938	0.0239259	170.717

20	0.00476873	388.561	0.0196795	484.414

22	0.00747836	216.748	0.0175159	301.81

24	0.0271084	348.713	0.0120386	294.789

26	0.0240923	202.446	0.023032	341.126

28	0.0194119	223.521	0.0495108	109.054

30	0.046316	230.611	0.0142324	216.355

32	0.023552	532.456	0.0335542	181.922

34	0.0173605	199.872	0.0359963	377.196

36	0.0104422	422.054	0.0112779	147.189

38	0.0190249	123.489	0.028505	247.536

40	-0.000547564	217.378	0.0349928	194.457

42	-0.0028798	288.425	0.0197668	258.554

44	-0.00213548	166.69	0.0191315	183.151

46	0.022907	113.001	0.0208846	354.616

48	-0.0197478	257.251	0.0292099	201.275

50	0.0148508	197.356	0.0286516	258.995

52	-0.00923536	189.948	0.0105704	429.987

54	-0.0185772	354.62	0.0329699	160.349

56	-0.00407579	199.173	0.0183014	250.999

58	0.0233122	227.247	0.0433162	350.09

60	0.0216438	247.18	0.0464966	291.59

62	0.0543934	140.839	0.032458	397.796

64	0.0109805	209.341	0.057934	284.003

66	0.0365653	229.412	0.0495265	239.082

68	0.0236587	358.876	0.044966	270.957

70	0.0302024	311.611	0.0449582	293.798

72	0.0168816	280.19	0.0362278	285.821

74	0.01313	241.961	0.0535866	190.358

76	0.000463372	236.641	0.0217372	337.384

78	0.0162938	335.921	0.0453442	194.189

80	0.0183492	164.884	0.019585	716.809

82	0.013469	293.092	0.0308131	296.751

84	0.017151	216.286	0.0447033	235.249

86	-0.00243449	116.3	0.00189744	156.159

88	0.00508647	105.577	0.00786175	173.409

90	0.000450549	124.263	-0.00223686	182.199

92	-0.0129252	66.752	0.0260087	371.328

94	0.00640481	149.519	0.0239177	154.297

96	0.00671941	107.526	0.0161125	267.852

98	0.00156206	116.718	0.00366317	181.293

100	-0.00348973	138.15	0.0221948	140.728

102	-0.0138606	85.6333	0.0195538	204.408

104	-0.0102741	138.842	0.0272517	223.74

106	0.0101802	98.8622	0.0275778	167.629

108	-0.00966082	107.541	0.0405804	120.856

110	-0.0408461	51.5259	0.0368009	267.003

112	-0.0185792	82.5839	0.00179207	163.717

114	-0.0366224	75.3731	0.0306897	150.776

116	-0.0201835	111.887	0.01956	136.403

118	-0.0420527	94.6289	0.0255348	188.112

120	-0.0252879	120.774	0.03774	170.949

122	-0.0210421	119.734	0.00591274	193.173

124	-0.0057894	156.072	0.0249238	217.577

126	-0.0307017	111.944	0.0500352	286.944

128	-0.0237128	116.511	0.0520661	359.164

130	0.000630741	161.598	0.072278	249.451

132	-0.019594	131.53	0.0662271	260.308

134	0.00982414	203.129	0.0513047	291.211

136	-0.00759153	107.59	0.0700942	181.757

138	0.00641086	153.695	0.0590422	168.857

140	0.00108814	148.693	0.0844688	115.711

142	0.00188149	179.237	0.0607163	138.279

144	0.00185965	91.8309	0.0684918	160.247

146	0.0166462	167.366	0.0623074	141.919

148	-0.000908204	225.77	0.0548597	126.348

150	-0.00621336	150.932	0.0341199	175.78

152	-0.00192388	175.536	0.0386575	135.416

154	-0.000772143	149.105	0.0203562	163.215

156	0.0157537	131.485	-0.00284877	151.227

158	-0.00990243	138.833	0.0309244	146.594

160	-0.00867821	110.472	0.019111	169.311

162	-0.0138688	88.4774	0.0412842	119.663

164	-0.00750057	95.5992	0.0491261	118.329

166	-0.039823	106.649	0.0455835	121.76

168	0.018679	141.826	0.0670427	126.532

170	-0.0288277	141.219	0.0718895	142.074

172	0.00283516	153.231	0.0853381	138.417

174	-0.00425398	185.005	0.0745158	129.037

176	0.00282433	159.801	0.0608506	167.867

178	0.021244	95.012	0.0509124	150.204

180	-0.0157115	142.557	0.0428182	150.925

182	-0.0129102	177.664	0.0400474	147.807

184	-0.00713958	119.449	0.0120874	146.794

186	0.0182126	151.677	0.0347427	196.081

188	0.0140481	151.949	0.013618	196.476

190	-0.00563047	186.056	0.00919817	156.087

192	0.0221043	150.49	-0.00725537	177.648

194	-0.0204033	153.378	0.00639498	154.095

196	-0.0368307	137.237	0.0166707	142.058

198	-0.0578349	108.311	0.0449008	116.142

200	-0.0285204	101.185	0.0186624	142.767

202	-0.0499328	102.962	0.0641369	91.5421

204	-0.0454664	124.034	0.0352865	70.7293

206	-0.0441936	132.319	0.0350726	111.965

208	-0.0813721	107.375	0.0444468	160.749

210	-0.0296267	158.094	0.0465871	130.308

212	-0.0139687	97.7009	0.0384802	121.976

214	0.0106171	108.362	0.0223545	112.562

216	0.0117616	62.9035	0.07421	133.181

218	0.0302414	114.656	0.0687031	101.603

220	0.0279494	100.033	0.0695059	138.631

222	0.0295983	97.2562	0.0414366	127.766

224	0.0298917	105.064	0.0650785	121.143

226	0.0637973	69.5886	0.0509282	121.671

228	0.0620658	94.3838	0.0642306	96.4296

230	0.0800841	88.6861	0.0794566	99.7744

232	0.0680792	112.375	0.0938787	79.1192

234	0.0725945	85.7628	0.0889241	132.421

236	0.0707201	136.078	0.0830878	113.301

238	0.0578829	115.207	0.0743946	70.1554

240	0.0809494	82.6291	0.0812404	107.494

242	0.0704782	148.745	0.057139	39.5862

244	0.0931785	119.19	0.033721	92.0127

246	0.0438224	125.824	0.0400777	80.3029

248	0.0550921	96.5908	0.0392594	105.08

250	0.0515186	137.385	0.0714074	73.9823

252	0.0907569	115.861	0.076949	66.2835

254	0.0706292	108.308	0.115985	60.9331

256	0.0860156	94.4153	0.0940696	54.899

258	0.0728059	75.7849	0.11943	71.7174

260	0.0269702	103.84	0.110595	41.6265

262	0.0312071	86.0877	0.0709567	75.893

264	-0.00419208	108.491	0.0874206	90.5648

266	0.0410271	93.974	0.0580894	88.4606

268	0.0680241	91.6051	0.0856878	78.3028

270	0.107678	95.202	0.0698174	73.3568

272	0.0919846	75.2583	0.100031	106.924

274	0.101605	78.1888	0.0986231	109.413

276	0.0747537	77.6761	0.106492	121.376

278	0.126375	85.8969	0.101451	75.8683

280	0.135313	64.7029	0.0734997	107.459

282	0.114309	78.7891	0.0827401	144.444

284	0.124208	76.7256	0.114046	103.712

286	0.159356	40.9135	0.108062	118.68

288	0.125793	83.6027	0.110382	93.9276

290	0.139378	78.4678	0.0924831	90.1234

292	0.160228	59.7633	0.104416	156.075

294	0.188823	66.8012	0.108474	113.543

296	0.159397	59.9482	0.103826	107.443

298	0.16396	83.0613	0.0623129	116.164

300	0.164506	79.5156	0.101805	86.0436

302	0.155824	83.3207	0.07401	105.327

304	0.156233	77.4155	0.0221782	144.096

306	0.104301	98.3737	0.0820103	148.613

308	0.151851	97.3796	0.0469782	141.81

310	0.147612	125.78	0.0564359	112.47

312	0.109497	72.4462	0.0113438	139.506

314	0.110599	108.306	0.00440102	150.806

316	0.0712218	120.928	-0.00775507	143.576

318	0.0961928	162.118	0.0101857	217.61

320	0.0996009	169.57	0.0121321	196.732

322	0.0902647	150.693	0.0110665	166.685

324	0.080216	174.137	0.0304999	163.327

326	0.0743217	150.03	0.00802038	182.118

328	0.0974782	123.03	0.0149398	187.086

330	0.0688665	135.803	-0.000354701	192.655

332	0.0756046	99.3222	0.0349531	135.389

334	0.0608037	85.6612	-0.0065363	136.96

336	0.0975525	85.3762	0.0181605	131.281

338	0.102167	89.3543	-0.00236326	152.503

340	0.106345	71.9188	-0.0139301	132.92

342	0.0934771	80.2465	0.0084823	111.933

344	0.0935077	96.7445	0.0442273	79.377

346	0.107672	83.411	-0.0116902	72.8185

348	0.076333	78.833	-0.0429084	94.118

350	0.0574341	90.0151	-0.0145361	76.3202

352	0.0525288	66.2366	0.0104885	90.7935

354	0.0541684	122.182	0.00307018	76.8842

356	0.0476551	123.168	-0.0281866	98.6371

358	0.00871269	144.871	-0.0301303	92.4138

360	0.0354085	127.751	-0.0215167	124.358

362	0.0664916	133.568	-0.0468927	118.016

364	0.0258543	115.696	-0.0099654	120.812

366	0.0247366	133.714	-0.0598267	106.343

368	0.0520903	115.143	-0.014609	96.3219

370	0.0246161	117.397	-0.0373031	66.8131

372	0.00515037	128.361	0.00067354	60.7209

374	0.0350952	119.506	-0.000278066	63.7568

376	0.00923589	119.13	-0.0034057	80.9903

378	0.0305351	119.534	-0.00115974	102.146

380	0.00892767	144.236	-0.00475599	83.7442

382	0.061897	87.4756	-0.00735605	86.7075

384	0.0219092	116.773	0.0229243	90.4966

386	0.0164536	106.167	0.0700875	104.947

388	0.0283015	117.351	0.0264018	71.7527

390	-0.00772782	102.921	0.0506518	75.0348

392	-0.00795605	87.4685	0.0478695	70.1715

394	0.0161011	111.592	0.0126893	88.0689

396	0.0142089	118.172	0.0984939	99.8595

398	0.0279942	128.249	0.0486646	131.047

400	0.00783739	122.575	0.0723194	119.277

402	0.0161763	115.831	0.0548269	118.717

404	0.00446125	128.305	0.0200577	129.775

406	0.0720293	116.005	0.0791892	158.088

408	0.0187555	102.38	0.039834	116.359

410	0.0207289	122.649	0.0337858	83.8018

412	0.0736752	86.1278	0.0233072	92.3354

414	0.0227027	101.843	0.0403636	105.822

416	0.0483684	99.8463	-0.00595592	118.848

418	0.0224549	127.131	-0.00881258	102.516

420	0.00585642	93.7779	0.00642525	130.026

422	0.0128329	75.7302	0.0236477	98.1128

424	-0.038142	66.5345	-0.0324051	97.15

426	0.00766372	70.4703	-0.0171579	90.1738

428	0.0208938	75.126	-0.0164721	98.6891

430	-0.0514411	67.9059	0.000926816	101.022

432	-0.00161644	69.5803	-0.0286873	109.4

434	-0.0126156	67.7532	-0.0436008	94.9841

436	0.0178309	68.6655	-0.0448723	120.236

438	-0.00585628	72.3316	-0.0533048	123.037

440	-0.0176313	87.8891	-0.0696468	98.039

442	-0.0724709	54.0257	-0.0360679	116.418

444	-0.0928989	66.9508	-0.0636818	116.522

446	-0.120832	53.8744	-0.0601026	95.7156

448	-0.101318	55.6457	-0.0992915	95.6897

450	-0.130195	62.1758	-0.115065	85.5255

452	-0.122786	38.6136	-0.107422	121.804

454	-0.108061	55.7806	-0.158209	78.7192

456	-0.126129	55.3425	-0.116594	101.76

458	-0.0668812	87.8005	-0.13905	85.0103

460	-0.102993	72.4707	-0.144707	97.0172

462	-0.0723771	64.0143	-0.106389	91.1054

464	-0.0693102	72.809	-0.147051	89.722

466	-0.0610408	69.6937	-0.143037	96.7489

468	-0.0982656	73.7935	-0.188894	87.1888

470	-0.0925629	57.9398	-0.115189	83.1416

472	-0.0798422	60.9726	-0.109646	71.9836

474	-0.107333	42.5985	-0.15067	76.259

476	-0.0674899	46.1649	-0.121655	83.459

478	-0.0387237	66.8338	-0.09578	56.2016

480	-0.0296189	80.1417	-0.0733992	58.4278

482	-0.046469	52.4169	-0.0809551	80.4592

484	-0.0249275	51.6368	-0.0892802	89.6301

486	-0.0455738	35.3094	-0.112198	104.134

488	-0.105939	58.3969	-0.121697	72.8232

490	-0.0702924	64.032	-0.116199	81.0452

492	-0.0836616	82.799	-0.145691	84.8301

494	-0.0364685	70.3269	-0.112613	92.4753

496	-0.118269	79.2982	-0.129207	97.7559

498	-0.0921738	79.5215	-0.141974	72.9368

500	-0.106893	81.9203	-0.16594	57.01

502	-0.0725498	78.6661	-0.132303	98.9994

504	-0.0516517	60.4847	-0.138385	64.3013

506	-0.0889757	71.7186	-0.160918	94.7064

508	-0.105076	58.1739	-0.127608	81.7429

510	-0.0643877	54.7253	-0.147415	93.5093

512	-0.0599046	51.1567	-0.11005	93.3026

514	-0.0856533	52.7032	-0.131703	101.805

516	-0.105497	62.2548	-0.101588	83.3182

518	-0.0945999	119.981	-0.162362	88.3446

520	-0.117419	68.9814	-0.0959532	104.317

522	-0.138531	118.293	-0.132339	89.2698

524	-0.102234	112.761	-0.113973	113.44

526	-0.130482	78.9473	-0.110185	100.447

528	-0.097063	111.606	-0.097386	104.239

530	-0.0858134	70.5742	-0.0653091	119.304

532	-0.125648	91.2546	-0.0706439	105.78

534	-0.0329431	86.8772	-0.0400372	122.346

536	-0.0489992	73.6722	-0.0363062	99.962

538	-0.0241878	77.797	-0.0550905	98.3592

540	-0.078988	87.1848	-0.0543815	77.4014

542	-0.0551189	87.7978	-0.0480726	117.843

544	-0.0428384	81.4642	-0.0489453	84.7711

546	-0.0396198	75.4498	-0.0489857	85.7592

548	-0.0785727	86.6897	-0.0332364	113.715

550	-0.0547181	94.7559	-0.079032	109.027

552	-0.113671	77.3422	-0.0337268	120.5

554	-0.0800987	79.1651	-0.0529569	107.188

556	-0.0747912	98.4283	-0.0602598	96.8624

558	-0.103206	98.0302	-0.0293194	101.978

560	-0.118867	71.7815	-0.0542122	135.054

562	-0.0561234	81.3043	-0.0767284	93.9158

564	-0.0859522	91.5625	-0.0242991	89.1266

566	-0.045226	81.0662	-0.0520787	107.633

568	-0.0332673	73.6988	-0.00758372	90.1922

570	-0.077929	42.5937	-0.0068933	89.2881

572	-0.0769177	69.9755	-0.037925	57.7895

574	-0.0697652	59.3121	-0.0276964	95.8085

576	-0.0644907	77.254	-0.0316037	66.3644

578	-0.0693355	63.3184	0.0179354	74.7226

580	-0.0884667	55.313	-0.00369085	120.176

582	-0.0726675	73.6586	-0.0536229	89.9694

584	-0.0668949	55.2275	-0.0289523	134.375

586	-0.111671	51.2781	-0.00971071	112.306

588	-0.0366198	43.7583	-0.00527207	120.554

590	-0.103969	53.9852	0.0155647	78.2254

592	-0.0671978	38.874	-0.00603755	121.516

594	-0.0390444	57.3515	-0.0292917	99.9865

596	-0.108838	42.0572	-0.0344155	100.547

598	-0.0960572	51.8434	-0.0601888	89.6691

600	-0.0576007	57.5597	-0.0324463	116.806

602	-0.0840161	73.9638	-0.0571505	117.017

604	-0.0830517	73.5536	-0.0699348	106.541

