tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00653036	-3.40293e+19	0.00352941	5.9151e+37

6	-0.0116662	-44.6398	0.00656417	1706.12

8	-0.00585691	-58.5223	-0.00257788	1157.64

10	-0.00592736	-191.883	0.0102137	1222.12

12	-0.00327034	516.924	0.00362381	371.195

14	-0.00174878	-158.487	-0.00358188	887.547

16	-0.000290716	116.978	-0.0247329	119.033

18	0.00401882	633.614	-0.0244688	68.5227

20	0.00460268	421.403	-0.0260492	108.797

22	0.00503367	395.546	-0.0181788	176.182

24	0.00208351	335.626	-0.00685355	590.411

26	0.00867257	1267.91	-0.0233318	128.186

28	0.00428108	340.58	-0.032821	183.515

30	0.00712799	454.536	-0.0144215	214.321

32	0.00290643	287.276	0.00128228	273.52

34	0.0237917	285.312	-0.033779	114.489

36	0.00697995	223.91	-0.00521591	143.059

38	0.0138325	257.695	-0.0177336	132.593

40	0.00971107	371.446	-0.00204713	157.592

42	-0.018159	269.318	0.00129943	165.099

44	-0.0105716	152.688	-0.00697076	547.307

46	-0.00221529	138.153	-0.00410056	496.684

48	-0.00048749	109.839	-0.00799457	540.551

50	-0.000797983	71.0093	0.00824761	601.475

52	-0.0105334	-9.81889	-0.00773189	989.081

54	-0.0187341	30.374	0.00642654	477.865

56	-0.0102231	-1.24032	0.00125049	359.455

58	0.00346972	77.9932	0.00093877	331.292

60	0.000631439	84.7235	0.00427895	276.716

62	-0.00634427	2.30239	0.0123461	367.183

64	0.0188445	-3.53742	-0.00354507	479.441

66	-0.0144366	54.1677	-0.0244216	237.911

68	-0.0175404	18.8842	-0.0135922	291.213

70	0.000166126	50.7412	-0.0317857	219.52

72	0.0115418	76.9506	-0.000472321	188.353

74	-0.023445	100.11	-0.0147812	118.915

76	-0.0236299	57.9013	-0.0129051	169.847

78	-0.0225826	130.365	-0.0134451	201.366

80	-0.0250676	99.6305	-0.0284764	242.016

82	-0.0278608	117.48	-0.00966988	177.974

84	-0.0246958	31.9483	-0.00428982	299.218

86	0.00169841	72.1043	0.00839338	218.213

88	-0.00534931	61.1341	-0.00597942	132.523

90	0.0363643	29.836	0.0140082	161.791

92	0.0215836	22.1067	0.0195963	186.99

94	0.0235659	24.8224	0.031464	106.001

96	-0.000795345	48.571	-0.0127831	88.59

98	-0.0187762	90.4318	-0.0146588	72.1243

100	-0.0107161	91.2702	-0.012347	149.457

102	-0.0058676	100.14	0.00201541	93.5198

104	0.00594197	174.709	0.00583954	95.5864

106	0.0243571	128.774	0.00702781	89.6481

108	0.0312397	107.098	0.0335858	102.28

110	0.0398536	66.6115	0.0180391	138.855

112	0.00482142	94.01	0.0187378	122.034

114	-0.0142801	78.8211	0.0121401	163.412

116	0.00933016	70.9665	0.0278384	120.859

118	-0.0206208	63.3808	0.0214501	183.99

120	0.00261395	65.0127	0.0203855	146.08

122	-0.000118728	76.1632	0.0235902	197.336

124	-0.00830596	65.0751	0.0238379	169.588

126	-0.0193852	112.699	0.00831717	86.5906

128	-0.00441424	64.9105	0.007285	132.528

130	-0.0420076	122.254	0.0033006	68.6831

132	-0.00839435	84.0671	-0.00777269	110.411

134	-0.0270065	95.3613	0.0214885	78.1897

136	-0.011072	92.6046	-0.00277932	63.4652

138	0.0189959	86.9401	0.00121769	72.622

140	-0.00421767	65.8531	0.0189269	81.8489

142	-0.0249347	88.9663	0.00500745	93.0601

144	-0.0309775	76.6614	0.0226176	169.958

146	-0.0203579	66.908	0.0310679	144.592

148	-0.0495581	92.6034	0.0488939	108.317

150	-0.0421528	66.0219	0.0407119	121.528

152	-0.0459859	65.748	0.0641175	135.51

154	-0.042293	73.7249	0.0452027	100.396

156	-0.0392232	63.217	0.0462843	104.14

158	-0.0150997	103.08	0.0557601	61.5542

160	0.00191601	85.7647	0.0259473	60.1843

162	-0.000476183	104.849	0.0353846	97.1201

164	-0.0144145	80.8796	0.0282409	124.512

166	-0.00511363	85.4377	-0.0100595	107.597

168	-0.0117668	104.068	0.0104092	114.898

170	0.00120052	177.374	0.000937586	148.576

172	0.014211	194.155	-0.0195012	116.167

174	-0.00182437	135.557	-0.0104293	102.098

176	-0.000282227	185.495	-0.0196124	51.5434

178	-0.00584446	175.669	-0.0291962	50.125

180	-0.00220126	204.416	-0.0348597	51.6434

182	-0.0354212	147.75	-0.0411891	61.249

184	-0.00115574	220.983	-0.0643018	40.6597

186	-0.00596419	179.775	-0.0349181	62.3332

188	-0.00149894	160.683	-0.0145869	157.438

190	-0.00634376	205.473	0.00629725	137.979

192	-0.0245505	182.751	-0.0116649	106.85

194	-0.0268106	132.851	-0.0175674	114.461

196	-0.0118255	99.453	-0.0260307	135.233

198	-0.0510792	85.38	-0.00674473	154.413

200	-0.0375083	130.236	-0.01858	90.369

202	-0.0463083	131.799	-0.00460293	99.2679

204	-0.0396711	104.536	-0.00336798	140.66

206	-0.0399065	113.004	-0.0156661	166.784

208	-0.028891	75.93	0.00370087	111.204

210	-0.0278698	105.581	0.00476976	140.293

212	-0.0152197	109.812	-0.00243914	116.779

214	0.00409624	51.7611	0.0162643	126.727

216	-0.0428526	65.3425	0.006897	159.567

218	0.00283162	49.0814	-0.00482763	100.348

220	-0.0194724	60.0964	-0.00246027	123.3

222	0.00885163	83.0734	0.0137732	153.253

224	0.026817	41.3575	-0.00861672	214.047

226	-0.010408	55.5788	0.0194874	122.355

228	-0.0361309	91.4275	-0.0164483	133.238

230	-0.0221678	117.829	-0.00200351	237.387

232	-0.0137812	89.8975	-0.00129902	214.348

234	-0.00423521	85.9569	-0.00536908	212.619

236	0.0225372	90.0257	0.00150853	223.861

238	-0.0138859	63.0184	0.00930316	126.636

240	-0.011399	56.587	0.0314439	90.7348

242	-0.0100693	61.6906	-0.00443262	118.996

244	0.00576522	65.8127	-0.000562809	114.833

246	-0.00128162	56.5239	-0.012665	112.721

248	0.00461781	40.1342	-0.0301082	114.049

250	-0.0468253	52.6512	-0.0318035	104.708

252	0.00864012	38.8336	-0.0593915	105.139

254	-0.0374857	52.9874	-0.0564429	94.8076

256	-0.0198227	62.0215	-0.02967	80.7955

258	0.0174076	52.1826	-0.0310696	70.1366

260	-0.0036041	52.9796	-0.0300526	89.6824

262	-0.00358221	49.0129	-0.0567442	67.2275

264	0.00102754	70.2556	-0.0617302	56.3788

