tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.0033698	-1.50264e+20	0.00352941	8.06776e+37

6	-0.0114492	-182.92	0.00702373	6739.73

8	0.00418203	664.67	0.00640831	813.829

10	0.0249878	127.489	0.00570205	999.053

12	0.0100441	65.3686	0.00890866	1824.24

14	-0.00718425	417.098	0.00306294	560.512

16	0.00376533	313.671	0.00372671	903.765

18	-0.00188038	176.786	0.00254212	617.573

20	0.0101535	288.624	0.0295273	335.945

22	0.0142421	230.796	0.00852439	231.266

24	0.0353482	134.031	0.0294619	317.582

26	0.00642249	261.836	0.0218378	211.439

28	0.00864235	227.746	0.0199315	412.848

30	0.0395354	133.803	0.0296772	217.303

32	0.0421812	50.5811	0.0230029	166.109

34	0.0263593	84.2401	0.0194987	211.366

36	0.0011186	73.8303	0.0199876	200.886

38	0.0194296	178.557	0.00227358	123.47

40	0.0272371	70.1672	0.0196315	152.123

42	0.00818387	132.818	-0.000423705	79.1563

44	-0.00317932	97.4644	-0.0135517	87.7248

46	-0.0145489	116.833	0.0423053	91.3304

48	0.024532	77.3729	0.0281757	93.588

50	0.022285	118.74	0.0277543	84.1943

52	0.0360059	90.4435	0.0439387	113.406

54	0.0367123	94.5011	0.0472985	103.206

56	0.0468152	86.9786	0.0647456	106.428

58	0.0336578	81.688	0.0594453	118.129

60	0.0561087	85.6055	0.0364376	90.6324

62	0.048839	89.3125	0.0510561	90.158

64	0.0316623	92.8149	0.0472817	89.0806

66	0.0613015	80.9783	0.0577605	105.973

68	0.0228026	110.44	0.0679823	184.129

70	0.00512245	86.7445	0.0509443	150.832

72	0.0248415	74.4989	0.059402	88.0408

74	-0.00699501	80.5533	0.060914	137.23

76	0.0296982	93.669	0.05925	126.454

78	0.0110467	79.7588	0.0327457	177.056

80	0.0327511	53.3277	0.0440276	140.916

82	-0.00161903	64.8946	0.0057554	94.6497

84	0.0109665	68.4375	0.024353	142.621

86	-0.000611496	65.9838	0.00545477	110.355

88	0.0316892	59.4266	0.0208225	134.813

90	0.0379977	63.4698	0.0383151	115.284

92	-0.0242086	88.5903	0.0209669	91.3975

94	-0.0420974	50.1194	0.0236938	101.091

96	-0.0586684	48.8735	-0.0117919	105.581

98	0.0284283	66.1524	-0.0205716	96.0159

100	-0.0345269	46.7995	0.0112913	135.169

102	-0.000455654	73.233	-0.0180975	105.124

104	0.00189212	79.773	-0.00533697	142.809

106	-0.0385328	135.217	-0.0396723	101.769

108	-0.0365612	52.7821	-0.0259424	140.477

110	-0.0183323	67.254	-0.034719	130.871

112	-0.00271483	69.9454	-0.0388604	93.131

114	0.0332591	49.6073	-0.028889	138.051

116	0.035263	41.3088	-0.0282803	92.991

118	0.0348948	43.9798	-0.069634	77.576

120	0.00855712	64.8445	-0.0367015	72.9371

122	0.0718152	20.8895	-0.0347251	131.195

124	-0.00847014	43.1891	-0.00759266	102.216

126	0.0465305	56.0274	-0.0412722	93.1189

128	0.0620096	28.0125	0.00480297	119.87

130	0.074591	53.8148	-0.0254005	97.0071

132	0.0503313	54.7671	-0.0258657	86.1433

134	0.0664766	53.5455	-0.0478477	102.881

136	0.0383297	40.8842	-0.0216065	117.178

138	0.0353131	42.122	-0.0239855	94.792

140	0.000731766	54.4487	-0.0430961	94.1398

142	-0.0153797	31.0827	-0.0724861	118.333

144	-0.0460462	32.6197	-0.0644321	98.5271

146	-0.00229484	27.9549	-0.0456914	119.468

148	-0.0375586	47.403	-0.0347193	97.4882

150	0.000647253	70.9553	-0.0555275	80.4793

152	-0.0119272	58.4425	-0.0275353	111.3

154	0.00133227	42.9117	-0.00656502	105.386

156	-0.0305633	48.3498	-0.0311473	90.8517

158	-0.0156794	32.6807	-0.0364033	98.2195

160	-0.0275296	22.9199	-0.0132444	138.858

162	-0.0318297	37.5387	-0.0210778	129.363

164	-0.0149595	40.6105	0.00621633	135.584

166	0.00742318	57.5643	-0.0294306	105.175

168	0.0177811	91.1212	-0.0373855	117.595

170	0.000351576	59.6193	-0.0272176	118.061

172	0.00946997	82.2634	-0.0380256	86.6429

174	-0.00806806	69.0336	-0.0184788	93.8015

176	0.0538638	96.9779	-0.0235223	92.0275

178	0.0205889	106.698	-0.00796129	170.224

180	0.0218098	118.019	-0.0345986	118.795

182	0.0359907	194.141	-0.0194579	88.9395

184	0.015097	147.85	-0.0123121	145.113

186	0.0404212	201.045	0.0112205	144.095

188	0.0342003	179.743	-0.000593315	140.65

190	0.0455823	130.796	-0.00361084	170.06

192	0.0103311	224.217	0.00125291	131.615

194	0.0213495	212.155	0.0150895	128.774

196	-0.00560345	236.705	-0.0151925	94.6562

198	0.0050677	187.631	0.00643298	89.2584

200	0.019024	208.123	-0.0160663	71.1489

202	0.0296901	196.688	-0.00198697	95.7732

