tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00150114	-1.54472e+20	0.00352941	6.64671e+37

6	0.00167818	5234.86	0.00931894	1260.59

8	0.000485265	104.89	0.00874314	1518.76

10	-0.00511858	79.2559	0.00848417	558.008

12	-0.00205615	282.211	0.011406	115.667

14	0.012223	208.0	0.00688196	92.2163

16	0.00619585	25.7165	0.0103108	445.02

18	-0.00242451	346.258	0.00345534	175.416

20	-0.00727408	147.895	0.00641719	344.762

22	-0.0193871	142.639	0.0147833	233.223

24	-0.0155546	42.0226	-0.0018364	534.79

26	-0.0187055	67.9305	0.00268451	264.187

28	-0.00184015	111.254	0.00935206	298.994

30	-0.0135611	42.3301	-0.021197	251.035

32	0.00526446	72.496	-0.020215	461.548

34	-0.0258402	46.3639	-0.0378601	380.08

36	-0.035324	73.7779	-0.028549	289.039

38	-0.042492	32.5323	-0.0356961	272.421

40	-0.0498451	9.5906	-0.0196156	313.034

42	-0.0470782	55.2204	-0.0350211	186.075

44	-0.0181276	75.2283	-0.0439898	180.605

46	-0.0483367	44.0085	-0.0343678	121.605

48	-0.0180161	70.3476	-0.0348568	175.982

50	-0.0395298	47.2194	-0.0381072	107.688

52	-0.041733	49.7415	-0.0353707	110.007

54	-0.0189131	86.3698	-0.0708115	80.298

56	-0.0168669	68.6905	-0.0528503	109.485

58	0.00348451	63.9748	-0.0635499	85.1364

60	0.00458492	57.5561	-0.0683644	73.1891

62	-0.00416793	102.779	-0.0622742	67.6384

64	-0.022363	93.0926	-0.0498773	126.81

66	-0.00721142	105.98	-0.0417597	103.75

68	-0.0153197	90.7703	-0.0228062	131.41

70	-0.0202575	52.9869	-0.0323799	142.868

72	-0.0387115	73.8803	-0.02585	125.134

74	0.0134795	63.5716	-0.0385311	97.2985

76	0.00187727	71.5228	-0.0209697	89.0979

78	0.0132663	61.9733	-0.0161458	74.1225

80	0.0242787	72.9738	-0.0372883	80.6007

82	0.00122623	76.265	-0.0220909	95.9251

84	0.0207064	54.6799	-0.0392419	68.9321

86	0.0160157	64.3187	-0.0483203	68.5669

88	-0.00967667	76.1102	-0.0190049	75.9176

90	0.0192096	45.4812	-0.0098128	94.1309

92	-0.0134955	89.7203	-0.0341821	67.0769

94	0.0117051	90.0503	-0.0224768	91.0404

96	-0.00292365	35.8432	-0.0275155	133.695

98	-0.0185168	67.5696	-0.011709	48.9292

100	0.00710295	74.8804	-0.0195334	47.2527

102	0.0263196	44.3154	0.0174797	50.4136

104	0.0382758	59.1581	0.0358864	62.0258

106	0.0344423	49.0446	0.0379593	66.1127

108	-3.36562e-05	71.6193	0.0615078	64.5162

110	0.0434023	37.7258	0.053451	69.7908

112	0.00813465	51.4743	0.0457505	52.0543

114	0.0440132	51.5809	0.0497457	55.9437

116	0.0119854	45.5494	0.0473172	47.8071

118	0.059141	45.4583	0.0219207	46.5715

120	0.0235614	43.8378	0.0214494	52.9822

122	0.0588311	44.8937	0.0336468	58.6416

124	0.0448864	49.8116	0.0321191	52.2243

126	0.0297521	37.5264	0.0465844	66.169

128	0.0407814	30.572	0.0218491	82.7167

130	0.0643385	30.7951	0.0517145	72.1784

132	0.035377	41.8044	0.0632976	67.6119

134	0.0193994	88.1047	0.0495109	50.3331

136	0.0414036	48.6169	0.0515222	88.2119

138	0.0574483	35.1658	0.067692	63.9121

140	0.0352256	27.7679	0.0369039	99.1084

142	0.0091017	35.896	0.042105	88.3409

144	0.029331	37.1324	0.0207544	75.7129

146	-0.0089134	51.5929	0.0124188	81.7887

148	0.0138552	46.763	0.00174126	82.2484

150	0.0113807	59.4828	0.021324	105.564

152	0.00813565	49.0945	-0.00313845	71.9023

154	0.0109667	40.5863	0.00583693	101.268

156	0.0105714	52.3709	0.0152254	60.1191

158	0.0280646	43.0939	-0.0164065	40.461

160	-0.00354585	38.0201	0.000125772	57.7206

162	0.0176759	39.5634	-0.0334144	48.4789

164	0.026644	43.1233	-0.0169918	67.7488

166	0.022365	52.8112	-0.0377803	72.7519

168	0.014297	40.2102	-0.06572	57.6114

170	0.00775664	51.475	-0.0420141	51.7126

172	-3.99939e-05	51.2166	-0.0711052	37.4453

174	0.00571582	50.0861	-0.0681072	33.9628

176	-0.0239677	48.3126	-0.0692346	38.0302

178	-0.0168722	72.3663	-0.0854514	40.5102

180	-0.0449185	57.5574	-0.0676302	32.8197

182	-0.00647747	38.545	-0.0559429	55.9825

184	-0.0184779	75.6645	-0.0642446	40.2399

186	-0.044132	53.0801	-0.0373236	61.1115

188	-0.033164	58.1666	-0.0550811	41.7101

190	-0.0413931	61.7335	-0.0563752	41.8005

192	-0.0224457	62.7428	-0.0554802	57.8659

194	-0.0109278	70.7278	-0.0601723	51.0824

196	-0.0245866	63.5562	-0.0602198	54.2646

198	-0.0262523	63.439	-0.06278	56.8078

200	-0.0134356	32.6714	-0.047228	65.6316

202	-0.0352699	41.4297	-0.0713351	35.3598

204	-0.0430757	21.6069	-0.0351233	50.4083

206	-0.00683302	49.9859	-0.0556092	42.5314

208	-0.0241158	42.6349	-0.0429615	44.7362

210	-0.00346169	40.7543	-0.0649671	51.8079

212	-0.0114181	47.9584	-0.00582926	50.7648

214	0.0162975	32.9265	-0.0448652	66.4745

216	-0.0114688	36.1154	-0.0346404	79.5711

218	0.0222657	53.3061	-0.0370136	49.3289

220	-0.00101052	44.9847	-0.0428772	54.1233

222	0.00142628	63.7704	-0.0364732	62.4797

224	0.0173919	58.2361	-0.0562106	62.2227

226	0.01662	54.4516	-0.0653455	72.5897

228	-0.0335131	72.2926	-0.0766877	38.9122

230	-0.0404649	39.6593	-0.0692685	51.9172

232	-0.0526784	55.3585	-0.0711696	43.6204

234	-0.0204092	42.5745	-0.0597873	40.808

236	-0.0215075	22.9738	-0.0515528	54.2205

238	-0.0258586	33.7447	-0.0532849	43.7245

240	-0.00892285	24.1088	-0.0707179	63.2015

242	-0.055112	27.5528	-0.0661074	49.0189

244	-0.0124498	32.0299	-0.0673531	57.3654

246	-0.0436715	18.1829	-0.0459011	48.7275

248	-0.0349632	29.2353	-0.052928	51.8043

250	-0.0428315	7.7747	-0.0747097	95.4641

252	-0.0702412	33.0888	-0.0829158	61.3465

254	-0.0815361	22.63	-0.0899362	50.4234

256	-0.0517034	37.8342	-0.0913611	60.3718

258	-0.0864769	33.1349	-0.0503555	63.9355

260	-0.0708245	32.1836	-0.0743283	54.6051

262	-0.0633854	31.6657	-0.10881	42.039

264	-0.0486107	28.2849	-0.112336	53.2523

266	-0.0360704	38.61	-0.14287	50.6602

268	-0.0874716	21.594	-0.11334	64.4242

270	-0.0780151	20.0226	-0.129778	61.0079

272	-0.0371782	46.6931	-0.135449	54.7733

274	-0.0872466	12.2122	-0.107895	65.5045

276	-0.048264	27.8166	-0.12323	62.351

278	-0.0265075	23.3468	-0.105062	64.3173

280	-0.0492108	27.8489	-0.0820309	73.9783

282	-0.0315698	28.2486	-0.0946429	50.2441

284	-0.00458184	31.6591	-0.0961926	62.2818

286	-0.0589752	22.2167	-0.113389	63.5936

288	0.011184	42.2925	-0.120792	48.7425

290	-0.0212214	60.9959	-0.112567	47.7829

292	0.00351737	48.1852	-0.0806212	70.6061

294	-0.0225847	45.4494	-0.0749001	59.6767

296	0.00249669	63.8271	-0.0909833	33.6486

298	0.0010901	50.9156	-0.0598654	46.8063

300	0.00275206	57.6765	-0.0530353	56.1425

302	0.000231402	66.0948	-0.0474189	55.4566

304	0.0133015	77.6872	-0.0546253	53.8554

306	0.037512	73.3564	-0.0495837	58.996

308	0.019415	85.159	-0.0389966	74.4875

310	0.0255022	46.4168	-0.0595701	66.8404

312	0.0221847	102.342	-0.0617462	43.2766

314	0.0119682	89.4113	-0.0715851	59.489

316	0.00715779	92.5217	-0.0674173	59.4941

318	-0.00976567	87.7096	-0.0552417	40.4388

320	-0.00216595	96.1756	-0.0526987	35.8897

322	0.000219573	89.368	-0.0457534	42.9256

324	-0.00385179	65.8216	-0.0081209	67.2642

326	0.0109851	92.9111	-0.0225229	63.6764

328	-0.00422417	65.7253	-0.0329804	83.0237

330	0.0191016	76.8268	-0.0128396	99.1869

332	-0.0183662	150.892	-0.00646649	87.2455

334	-0.0115995	40.3461	0.000116275	138.054

336	-0.0214024	67.0833	0.00468064	163.858

338	-0.044217	49.3344	-0.0116135	128.486

340	0.000315887	42.0132	-0.019687	132.711

342	-0.0154604	52.6072	-0.00508228	93.6268

344	-0.0066264	82.0863	-0.0162521	77.6327

346	-0.0203119	43.2116	-0.0239599	139.002

348	-0.00922801	37.0578	-0.0177721	121.052

350	-0.00764064	34.8706	-0.0376447	121.784

352	-0.00908812	23.87	-0.0130753	136.469

354	-0.0362561	21.3768	-0.0156299	128.609

356	0.0256219	27.1929	-0.0100181	147.921

358	0.00765952	24.7049	-0.0173337	106.306

360	-0.0173018	11.5536	0.000461614	124.803

362	0.00251176	9.47336	-0.0120001	111.056

364	0.00523026	17.4937	-0.0102549	106.236

366	-0.00995608	35.4173	-0.00705673	116.713

368	0.0256042	48.7414	-0.00838057	109.446

370	0.0119105	40.5442	-0.00078892	103.19

372	-0.0013184	29.2417	0.00982128	128.969

374	0.00776087	76.8613	0.00822212	60.0415

376	0.00965293	58.8924	-0.00109166	93.4336

378	-0.00140432	39.1345	-0.00621494	160.504

380	-0.00879462	49.6101	-0.0167477	125.263

382	0.0262909	45.5856	-0.0064574	97.6828

384	0.00806692	67.1551	-0.00545626	77.293

386	0.0429538	49.0637	0.0096528	136.995

388	0.0113199	37.1117	0.00399585	206.748

390	0.00793719	63.2605	-0.0055295	152.813

392	0.002771	39.9773	0.00129272	360.098

394	-0.00728815	58.1488	-0.00724958	157.871

396	0.00716196	36.9978	-0.00493678	209.053

398	-0.0247459	47.1079	-0.0116627	122.618

400	0.00427648	55.8508	0.00180671	199.203

402	-0.0172105	56.4682	0.0323012	119.156

404	-0.0025036	59.8994	0.00880688	115.769

406	0.00621594	44.5418	0.0324449	133.55

408	0.00415268	34.4478	0.0117529	116.375

410	-0.0118629	50.1391	0.00190312	99.1129

412	-0.000976596	47.3504	0.0107737	113.467

414	0.0034045	50.6912	0.00552618	129.407

416	-0.00359861	35.2375	-0.0202893	274.541

418	-0.00190259	45.1625	-0.00257589	166.83

420	-0.00734696	27.1313	-0.0111506	196.645

422	-0.00221332	45.6637	-0.000835739	147.003

424	0.0060576	37.8709	-0.00179024	164.118

426	-0.0264254	40.042	-0.0210182	136.204

428	-0.0155227	39.8284	0.0112572	224.474

430	-0.0446583	45.5419	-0.0151952	133.966

