tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00196786	-3.14768e+19	0.00352941	5.96598e+36

6	0.00332137	289.813	0.00951236	1368.0

8	0.00505961	203.914	0.00962476	812.085

10	0.0046527	134.158	0.00480719	263.783

12	0.00939297	119.73	0.00763111	164.08

14	0.00431238	129.77	0.0175315	149.025

16	0.00409095	106.841	-0.00203322	134.299

18	0.000821875	44.4607	0.0115249	198.235

20	0.00262529	62.2626	0.00120215	157.961

22	0.00573389	45.2704	0.00481477	187.702

24	0.00602733	60.1501	0.00247824	80.6719

26	0.0139563	70.9805	-0.00426026	83.701

28	0.00389087	52.7583	0.00817934	109.932

30	0.0169533	62.1724	0.00635199	92.2806

32	0.00770436	63.6399	0.00922056	78.0503

34	0.0226548	61.4144	-7.30732e-05	55.9138

36	0.0179243	47.5875	0.0032385	71.0727

38	0.0270668	66.9312	0.0020223	67.0731

40	0.0306958	67.7585	-0.00711846	88.1232

42	0.0426824	64.4291	-0.00464598	67.0718

44	0.0397046	61.6448	0.0222388	76.4929

46	0.041247	61.7627	-0.00012494	76.0291

48	0.0231607	71.1558	0.0266218	91.7625

50	0.0315135	65.7368	-0.00701679	89.0872

52	0.0393349	65.7029	0.00775318	70.6529

54	0.0435928	64.8981	-0.0021376	77.7479

56	0.0310668	60.9283	-0.0189265	80.8345

58	0.0353252	81.0055	-0.0110325	57.2976

60	0.0251656	54.112	-0.0325623	71.899

62	0.0172612	71.4689	-0.0367066	58.795

64	0.0168588	46.5147	-0.0350392	71.986

66	0.00951551	69.3916	-0.0547296	49.3938

68	-0.00142779	44.4309	-0.0358243	95.0527

70	0.00661214	57.4208	-0.0359221	71.1746

72	-0.00569307	54.0856	-0.0448371	74.1419

74	0.00690574	38.4802	-0.0448993	75.0175

76	-0.0143383	54.3122	-0.0400151	54.7154

78	0.0051338	37.5877	-0.0510284	69.2904

80	-0.0145669	45.8471	-0.0398016	50.4269

82	-0.0163375	40.5775	-0.0648234	43.357

84	0.000995862	38.9264	-0.0732243	35.292

86	-0.0163993	37.7348	-0.0331353	47.909

88	-0.00827464	45.2005	-0.0594939	53.7554

90	-0.0245549	41.1646	-0.05572	49.9197

92	-0.0197063	36.6514	-0.0665618	38.3792

94	-0.0348313	29.4121	-0.0548721	47.3452

96	-0.0106942	31.6275	-0.0445589	44.1784

98	-0.0378029	36.8804	-0.0468623	54.0124

100	-0.0316004	37.7653	-0.0358451	63.1857

102	-0.0422421	44.2217	-0.0473598	47.1562

104	-0.0362103	44.5721	-0.069579	38.1739

106	-0.0267545	40.281	-0.0631595	44.6575

108	-0.0266142	38.1855	-0.0555665	47.8442

110	-0.0290858	36.4975	-0.0530454	42.5549

112	-0.0211725	43.6459	-0.0587127	43.4829

114	-0.0265015	41.3471	-0.0526701	40.87

116	-0.0218406	43.1633	-0.0566366	39.7725

118	-0.0297814	38.9371	-0.0552903	46.1333

120	-0.0351717	38.0275	-0.0284589	43.4771

122	-0.0309227	34.7777	-0.0533915	42.7624

124	-0.0267517	40.9889	-0.0553335	37.331

126	-0.0210843	36.0364	-0.0600167	35.48

128	-0.0126059	33.8438	-0.0476431	37.5501

130	-0.0254884	34.3375	-0.0673633	36.8266

132	-0.00341474	34.418	-0.0771907	37.5984

134	-0.0350093	27.9211	-0.0641039	43.4281

136	-0.0136834	32.8938	-0.0666476	40.7304

138	-0.0319262	28.9124	-0.0844633	32.5664

140	-0.0205191	28.5234	-0.100726	35.1771

142	-0.0244754	28.5283	-0.0774999	33.8593

144	0.00339971	29.8173	-0.0971635	29.9447

146	0.00567033	26.8837	-0.0986704	31.5289

148	-0.0173473	31.0596	-0.0665528	25.9769

150	-0.000741704	28.5695	-0.0983496	26.2852

152	-0.00790299	28.6204	-0.0649818	27.8856

154	-0.000145993	31.8706	-0.103876	25.0519

156	-0.00104418	37.0838	-0.065288	28.588

158	0.00350053	33.6252	-0.0672564	29.7077

160	0.0297289	31.6838	-0.0608009	33.625

162	0.0216287	37.7785	-0.0539616	29.2008

164	0.0252966	36.05	-0.0312762	34.3548

166	0.0220806	33.6366	-0.0133846	34.3677

168	0.0381936	36.913	-0.0518	31.6347

170	0.0252173	37.3091	-0.0188481	26.1838

172	0.032728	31.7233	-0.0224213	29.531

174	0.0315879	37.1808	-0.0464933	25.5914

176	0.00448192	35.0186	-0.0246723	26.2014

178	0.0135913	32.7485	-0.0171605	28.5445

180	0.0172131	40.1101	-0.0388788	26.7748

182	0.0200714	38.6942	0.00332849	27.8904

184	0.00288266	41.8863	-0.0208777	28.0989

186	0.000277313	36.689	-0.0226726	29.2618

188	0.00985036	42.4134	-0.0271379	29.4345

190	-0.00499104	42.4465	-0.0205652	27.5983

192	0.018115	46.1635	-0.0285749	33.1837

194	0.0247206	40.2163	-0.028566	31.1422

196	0.0251226	42.4894	0.00980076	28.7043

198	0.0417981	38.4131	-0.0408163	33.3876

200	0.0246723	33.9224	0.0226942	27.9468

202	0.0594684	35.805	-0.0314809	29.0354

204	0.0430947	37.011	0.00687964	28.6232

206	0.0511321	34.7786	0.0104777	31.5099

208	0.0444006	44.297	0.0183046	26.8972

210	0.0531184	39.485	0.00807107	28.8403

212	0.0456369	43.3917	0.00840977	28.5352

214	0.0324042	41.1688	0.0155471	27.771

216	0.0647573	38.1328	0.0264049	25.9067

218	0.0436513	40.9601	0.039504	27.3892

220	0.0454645	41.2814	0.0470272	27.8123

222	0.0406415	36.8576	0.0305917	26.9365

224	0.03079	42.7971	0.0434076	22.3408

226	0.0389477	39.2564	0.0284962	28.6729

228	0.0531784	41.4324	0.0456758	25.4651

230	0.0503256	35.7456	0.0756666	23.9699

232	0.0479808	40.2489	0.0351949	22.1224

234	0.0519393	34.1908	0.0527009	23.6271

236	0.0389778	39.8322	0.026865	27.704

238	0.0604051	33.9365	0.0454674	26.3162

240	0.0554354	42.5462	0.0494992	24.0138

242	0.0524821	34.466	0.031636	24.7601

244	0.042744	38.8222	0.0552023	23.9593

246	0.0533131	38.0481	0.00341781	27.6593

