tick	obsLagLarvae	predLagLarvae	obsLagAdults	predLagAdults

4	0.00201225	-5.80652e+19	0.00352941	8.71975e+36

6	0.000742354	524.463	0.00404929	633.024

8	-0.00190896	4.92067	-0.00823189	1602.3

10	0.00286219	468.096	-0.00810321	140.394

12	0.00675888	401.44	-0.021149	222.024

14	0.0093253	167.968	0.000545344	761.87

16	0.00281471	356.045	-0.00861236	202.003

18	0.0154331	129.123	-0.0182212	375.717

20	0.0115183	207.383	-0.0177016	249.124

22	-0.00334403	121.279	-0.00825475	311.08

24	0.0110114	187.64	-0.0286834	178.693

26	0.0105916	118.768	0.00110474	237.754

28	0.0138961	160.688	-0.0224592	154.56

30	0.00554581	101.733	-0.0107074	216.506

32	0.00905718	182.385	-0.0264261	124.047

34	0.0122009	123.159	-0.0166512	170.608

36	0.0170461	152.626	0.00401916	167.163

38	0.0157963	161.147	-0.0147694	170.928

40	0.00247146	120.3	-0.00972206	122.584

42	0.00805262	136.021	-0.0252371	121.68

44	0.0112505	114.756	-0.0401155	137.585

46	0.01739	95.8606	-0.00693809	171.431

48	0.00524298	129.687	-0.0159366	144.353

50	0.0291375	130.966	-0.0254365	123.015

52	0.0133852	125.272	-0.00314189	128.557

54	0.0411783	114.952	-0.015317	130.771

56	0.0248108	108.925	-0.0304894	124.555

58	0.0398749	85.231	-0.0160603	133.307

60	0.0339375	99.4037	-0.00718584	113.06

62	0.0315538	84.8295	-0.0170644	115.201

64	0.0335803	98.4077	-0.00762109	97.387

66	0.0550951	84.8451	-0.0239549	106.576

68	0.0265087	85.5333	-0.0213949	103.999

70	0.0453435	84.0326	-0.0184086	86.626

72	0.0397376	92.6597	-0.0146237	73.6112

74	0.0356507	72.9768	-0.0258448	97.254

76	0.0260575	79.3976	-0.00694724	70.3224

78	0.0288747	92.1611	-0.022114	105.05

80	0.040127	67.6638	-0.0446796	100.068

82	0.0329299	87.053	-0.0277541	91.1501

84	0.0264575	83.2263	-0.0581693	96.6784

86	0.0531998	85.1097	-0.0378711	96.8271

88	0.0546825	77.056	-0.0561111	101.778

90	0.0481998	80.3976	-0.0265642	114.184

92	0.0453998	80.571	-0.0511427	119.361

94	0.0264567	71.1811	-0.0287468	106.293

96	0.0369611	63.2753	-0.0392077	89.9234

98	0.0222939	62.1802	-0.0520425	81.105

100	0.0439521	66.9974	-0.0576881	88.6919

102	0.0369453	64.0904	-0.0635106	96.5917

104	0.0257187	81.6144	-0.0387097	96.6169

106	0.0520286	75.7004	-0.0672663	84.8174

108	0.0490226	71.0058	-0.0510845	105.58

110	0.0358329	68.4406	-0.0680848	80.665

112	0.0310107	70.4514	-0.0903575	77.2835

114	0.049624	66.0774	-0.0527808	88.4736

116	0.0335409	67.423	-0.0699166	75.6466

118	0.0424845	65.3039	-0.0713112	81.7603

120	0.0359179	69.6635	-0.0513153	84.438

122	0.0142856	69.4382	-0.0692679	77.3212

124	0.0310848	70.7692	-0.0525045	63.9765

126	0.0170399	65.9316	-0.0510461	79.1759

128	0.022152	61.697	-0.0433202	82.7181

130	0.0344851	75.1817	-0.0757485	67.2486

132	0.0229228	90.1018	-0.0666953	50.205

134	0.0303215	83.5964	-0.0567649	53.7469

136	0.0198797	74.3089	-0.0670704	53.4237

138	0.0290983	76.4069	-0.0694357	50.3018

140	0.0140663	57.7518	-0.0810602	57.0643

142	0.0245605	62.5567	-0.103327	52.2118

144	-0.00112886	54.9924	-0.0481614	60.3087

146	0.0236077	67.629	-0.0896071	51.8871

148	0.0297773	56.8054	-0.0716405	54.4441

150	0.0227449	57.371	-0.090495	53.1067

152	0.014918	53.9264	-0.0629161	54.1427

154	0.0357313	55.5347	-0.0434263	74.964

